fixture_id,home_team_id,away_team_id,season,league_key,venue_code,opp_code,hour,day_code,home_goals_scored_rolling,home_goals_conceded_rolling,home_wins_rolling,home_clean_sheets_rolling,home_win_streak,home_form_momentum,opp_goals_scored_rolling,opp_goals_conceded_rolling,opp_wins_rolling,opp_clean_sheets_rolling,opp_win_streak,opp_form_momentum,h2h_win_rate,home_elo,away_elo,elo_diff,home_form_at_home,away_form_away,home_xg,away_xg,forecast_home_win,forecast_draw,forecast_away_win,home_xg_rolling,opp_xg_rolling,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_possession,away_possession,home_injuries,away_injuries,injury_diff,home_goals,away_goals,result,match_date,attack_vs_defence,opp_attack_vs_defence,form_diff,goal_diff_rolling,opp_goal_diff_rolling,home_sot_ratio,away_sot_ratio,sot_diff,possession_diff,corners_diff,shots_diff,shots_on_target_diff,xg_diff,xg_rolling_diff,home_form_adj,away_form_adj,form_adj_diff,venue_elo_boost
610750,93,83,2021,LIGA,1,83,20,5,0.0,0.0,0.0,1.0,0,0.0,4.0,2.0,1.0,0.0,1,1.0,0.5,1500.0,1510.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,13.0,2.0,32.8,67.2,0,0,0,1,1,1,2021-08-21 20:00:00+00:00,0.0,40.0,-1.0,0.0,2.0,0.0,0.0,0.0,-34.400000000000006,11.0,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,-10.0
606027,380,367,2021,EPL,1,367,13,6,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.5,1490.0,1510.0,-20.0,0.0,1.0,1.5113,1.7264,0.2871,0.276,0.4369,0.0,0.0,25.0,8.0,0.0,1.0,5.0,4.0,57.8,42.2,0,0,0,0,1,0,2021-08-22 13:00:00+00:00,0.0,0.9090909090909091,-1.0,-1.0,1.0,0.0,0.1234567901234568,-0.1234567901234568,15.599999999999994,1.0,17.0,-1.0,-0.21509999999999985,0.0,0.0,1.0,-1.0,-20.0
606024,376,360,2021,EPL,1,360,13,6,1.0,3.0,0.0,0.0,0,0.0,5.0,1.0,1.0,0.0,1,1.0,0.5,1490.0,1510.0,-20.0,0.0,1.0,0.5875,2.2617,0.0446,0.1431,0.8123,0.0,0.0,8.0,15.0,0.0,0.0,7.0,7.0,36.4,63.6,0,0,0,1,1,1,2021-08-22 13:00:00+00:00,0.9090909090909091,1.6129032258064515,-1.0,-2.0,4.0,0.0,0.0,0.0,-27.200000000000003,0.0,-7.0,0.0,-1.6742,0.0,0.0,1.0,-1.0,-20.0
610755,89,101,2021,LIGA,1,101,15,6,2.0,4.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.5,1490.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4841,13.0,9.0,1.0,0.0,5.0,4.0,61.2,38.8,0,0,0,1,0,2,2021-08-22 15:00:00+00:00,0.6451612903225806,0.0,0.0,-2.0,-3.0,0.07633587786259542,0.0,0.07633587786259542,22.400000000000006,1.0,4.0,1.0,0.0,-0.4841,0.0,0.0,0.0,0.0
606021,359,363,2021,EPL,1,363,15,6,0.0,2.0,0.0,0.0,0,0.0,3.0,0.0,1.0,1.0,1,1.0,0.5,1490.0,1510.0,-20.0,0.0,1.0,0.6301,3.6413,0.0088,0.0395,0.9517,0.0,0.0,6.0,22.0,0.0,0.0,9.0,8.0,35.0,65.0,0,0,0,0,2,0,2021-08-22 15:30:00+00:00,0.0,1.4285714285714286,-1.0,-2.0,3.0,0.0,0.0,0.0,-30.0,1.0,-16.0,0.0,-3.0112,0.0,0.0,1.0,-1.0,-20.0
610753,1068,3751,2021,LIGA,1,3751,17,6,2.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0,0.0,0.5,1510.0,1500.0,10.0,1.0,0.0,2.2691,0.7632,0.7742,0.1628,0.063,0.0,0.0,8.0,4.0,0.0,0.0,2.0,1.0,41.8,58.2,0,0,0,1,0,2,2021-08-22 17:30:00+00:00,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-16.400000000000006,1.0,4.0,0.0,1.5059,0.0,1.0,0.0,1.0,60.0
610756,1538,86,2021,LIGA,1,86,20,6,1.0,1.0,0.0,0.0,0,0.0,4.0,1.0,1.0,0.0,1,1.0,0.5,1500.0,1510.0,-10.0,0.0,1.0,1.6384,2.1412,0.2526,0.2537,0.4937,0.0,2.1555,8.0,20.0,0.0,0.0,4.0,6.0,38.6,61.4,0,0,0,3,3,1,2021-08-22 20:00:00+00:00,0.9090909090909091,3.6363636363636362,-1.0,0.0,3.0,0.0,0.0,0.0,-22.799999999999997,-2.0,-12.0,0.0,-0.5027999999999999,-2.1555,0.0,1.0,-1.0,-10.0
610757,2922,243,2021,LIGA,1,243,18,0,0.0,1.0,0.0,0.0,0,0.0,3.0,0.0,1.0,1.0,1,1.0,0.5,1490.0,1510.0,-20.0,0.0,1.0,0.3919,0.8139,0.1477,0.3762,0.4761,0.0,0.0,12.0,9.0,0.0,0.0,5.0,4.0,38.6,61.4,0,0,0,0,1,0,2021-08-23 18:00:00+00:00,0.0,2.727272727272727,-1.0,-1.0,3.0,0.0,0.0,0.0,-22.799999999999997,1.0,3.0,0.0,-0.42199999999999993,0.0,0.0,1.0,-1.0,-20.0
606023,371,375,2021,EPL,1,375,19,0,4.0,2.0,1.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1,1.0,0.5,1510.0,1510.0,0.0,1.0,1.0,2.2861,0.6268,0.7776,0.1655,0.0569,0.0,0.0,19.0,5.0,0.0,0.0,10.0,0.0,51.4,48.6,0,0,0,4,1,2,2021-08-23 19:00:00+00:00,40.0,0.47619047619047616,0.0,2.0,1.0,0.0,0.0,0.0,2.799999999999997,10.0,14.0,0.0,1.6592999999999998,0.0,1.0,1.0,0.0,50.0
610752,97,85,2021,LIGA,1,85,20,0,0.0,0.0,0.0,1.0,0,0.0,1.0,2.0,0.0,0.0,0,0.0,0.5,1500.0,1490.0,10.0,0.0,0.0,2.5822,0.0846,0.9548,0.0429,0.0023,0.5794,0.0,15.0,4.0,0.0,0.0,1.0,2.0,46.3,53.7,0,0,0,0,0,1,2021-08-23 20:00:00+00:00,0.0,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,-7.400000000000006,-1.0,11.0,0.0,2.4976,0.5794,0.0,0.0,0.0,10.0
