fixture_id,home_team_id,away_team_id,season,league_key,venue_code,opp_code,hour,day_code,goals_scored_rolling,goals_conceded_rolling,wins_rolling,clean_sheets_rolling,win_streak,form_momentum,opp_goals_scored_rolling,opp_goals_conceded_rolling,opp_wins_rolling,opp_clean_sheets_rolling,opp_win_streak,opp_form_momentum,h2h_win_rate,home_elo,away_elo,elo_diff,home_form_at_home,away_form_away,home_xg,away_xg,forecast_home_win,forecast_draw,forecast_away_win,home_xg_rolling,opp_xg_rolling,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_possession,away_possession,home_injuries,away_injuries,injury_diff
606003,375,382,2021,EPL,1,382,14,5,1.3333,1.6667,0.6667,0.3333,1,0.6667,3.3333,0.3333,0.6667,0.6667,2,0.75,0.5,1509.425,1509.4415,-0.0165,0.6667,0.6667,0.7298,0.2879,0.4446,0.4316,0.1238,0.6681,2.1059,6.0,25.0,0.0,0.0,5.0,8.0,39.5,60.5,0,0,0
610736,1538,101,2021,LIGA,1,101,16,5,1.3333,1.6667,0.0,0.0,0,0.0,1.3333,1.3333,0.3333,0.3333,1,0.4167,0.5,1490.2795,1490.5833,-0.3038,0.0,0.3333,1.1099,2.7683,0.065,0.153,0.782,1.6384,0.4841,7.0,22.0,1.0,0.0,2.0,5.0,45.0,55.0,0,0,0
605999,363,362,2021,EPL,1,362,16,5,2.0,0.3333,0.6667,0.6667,0,0.5833,1.6667,1.3333,0.3333,0.3333,0,0.3333,0.5,1519.425,1500.2712,19.1538,0.6667,0.3333,2.8937,0.0776,0.9872,0.012,0.0008,1.1871,1.1372,12.0,18.0,0.0,0.0,4.0,11.0,56.8,43.2,0,0,0
610735,93,84,2021,LIGA,1,84,19,5,0.6667,0.3333,0.3333,0.6667,1,0.4167,1.0,0.3333,0.6667,0.6667,2,0.75,0.5,1510.0,1519.4328,-9.4328,0.3333,0.6667,1.855,0.225,0.8138,0.1564,0.0298,0.0,0.8241,19.0,7.0,0.0,0.0,7.0,2.0,47.9,52.1,0,0,0
610731,88,1068,2021,LIGA,1,1068,12,6,0.0,0.3333,0.0,0.6667,0,0.0,1.6667,1.0,0.6667,0.3333,0,0.5833,0.5,1490.2795,1519.1455,-28.866,0.0,0.6667,0.3739,0.7323,0.1629,0.4168,0.4203,1.6886,1.805,9.0,13.0,0.0,0.0,6.0,3.0,42.2,57.8,0,0,0
610739,97,94,2021,LIGA,1,94,14,6,1.0,0.6667,0.3333,0.6667,1,0.4167,1.6667,0.3333,0.6667,0.6667,1,0.6667,0.5,1509.7205,1518.8674,-9.1468,0.3333,0.6667,0.4573,0.9249,0.1556,0.3598,0.4846,1.5808,1.5002,11.0,10.0,0.0,0.0,4.0,4.0,56.9,43.1,0,0,0
606002,357,364,2021,EPL,1,364,15,6,1.3333,2.6667,0.0,0.0,0,0.0,2.0,0.3333,0.6667,0.6667,0,0.5833,0.5,1490.2873,1519.425,-29.1377,0.0,0.6667,0.6525,4.4016,0.0071,0.024,0.9689,0.9661,1.7873,9.0,30.0,0.0,0.0,2.0,11.0,44.1,55.9,0,0,0
610738,3842,89,2021,LIGA,1,89,16,6,1.3333,1.6667,0.0,0.0,0,0.0,1.3333,1.3333,0.6667,0.6667,2,0.75,0.5,1489.9917,1510.0083,-20.0166,0.0,0.6667,0.6078,2.3661,0.0382,0.1342,0.8276,0.9655,0.9023,6.0,16.0,0.0,1.0,2.0,8.0,22.4,77.6,0,0,0
610733,86,85,2021,LIGA,1,85,19,6,2.6667,1.3333,0.6667,0.3333,1,0.6667,0.3333,1.0,0.0,0.3333,0,0.0,0.5,1519.4328,1480.5755,38.8573,0.6667,0.0,3.0373,1.9906,0.6348,0.196,0.1692,0.0,0.0846,15.0,11.0,1.0,0.0,7.0,3.0,59.8,40.2,0,0,0
610734,2922,3751,2021,LIGA,1,3751,18,0,0.3333,1.3333,0.0,0.0,0,0.0,0.3333,0.6667,0.0,0.3333,0,0.0,0.5,1471.4117,1491.1244,-19.7127,0.0,0.0,0.3796,1.074,0.1078,0.3017,0.5905,0.3919,0.7632,10.0,8.0,0.0,0.0,8.0,2.0,56.3,43.7,0,0,0
